"","fixed.acidity","volatile.acidity","citric.acid","residual.sugar","chlorides","free.sulfur.dioxide","total.sulfur.dioxide","density","pH","sulphates","alcohol","quality","predtest"
"3984",5.6,0.23,0.25,8,0.043,31,101,0.99429,3.19,0.42,10.4,6,5.82027201830148
"3986",6.8,0.11,0.27,8.6,0.044,45,104,0.99454,3.2,0.37,9.9,6,6.21377053149769
"3989",6.1,0.2,0.17,1.6,0.048,46,129,0.991,3.3,0.43,11.4,6,6.28813708052811
"3990",6.8,0.11,0.27,8.6,0.044,45,104,0.99454,3.2,0.37,9.9,6,6.21377053149769
"3991",7.3,0.23,0.41,14.6,0.048,73,223,0.99863,3.16,0.71,9.4,6,6.11115882687114
"3998",6,0.26,0.29,3.1,0.041,37,144,0.98944,3.22,0.39,12.8,7,6.6604486612171
"4004",6.8,0.14,0.35,1.5,0.047,40,117,0.99111,3.07,0.72,11.1,6,6.38301122935295
"4007",5.4,0.15,0.32,2.5,0.037,10,51,0.98878,3.04,0.58,12.6,6,6.64959157074877
"4008",6.4,0.25,0.57,1,0.062,21,122,0.99238,3,0.4,9.5,5,5.1324776677373
"4009",6.1,0.25,0.48,15.8,0.052,25,94,0.99782,3.07,0.45,9.2,6,5.56979283936748
"4011",7.2,0.21,0.29,3.1,0.044,39,122,0.99143,3,0.6,11.3,6,6.28421150126989
"4012",6,0.26,0.29,3.1,0.041,37,144,0.98944,3.22,0.39,12.8,7,6.6604486612171
"4014",6.5,0.46,0.24,11.5,0.051,56,171,0.99588,3.08,0.56,9.8,6,5.52977959810934
"4018",5.9,0.23,0.24,1.6,0.037,32,115,0.99076,3.21,0.51,11.4,6,6.19167291094233
"4019",6.4,0.18,0.48,18,0.054,56,183,1.00038,2.98,0.61,8.5,6,5.56459608177532
"4026",6.2,0.32,0.45,2.9,0.029,37,94,0.98998,3.25,0.6,12.4,6,6.60783889467053
"4035",6.8,0.27,0.22,17.8,0.034,16,116,0.9989,3.07,0.53,9.2,5,5.75061629224385
"4042",6.2,0.24,0.22,7.9,0.053,45,149,0.99545,3.23,0.52,9.3,5,5.65440507197004
"4045",7.4,0.16,0.27,15.5,0.05,25,135,0.9984,2.9,0.43,8.7,7,5.59791622054319
"4060",6.8,0.16,0.36,1.3,0.034,32,98,0.99058,3.02,0.58,11.3,6,6.3241445145619
"4063",7.4,0.36,0.32,1.9,0.036,27,119,0.99196,3.15,0.49,11.2,6,5.84932361602991
"4068",6.9,0.38,0.28,8.3,0.062,22,166,0.99506,3.16,0.72,10.6,5,5.70491027777952
"4069",7.1,0.44,0.27,8.4,0.057,60,160,0.99257,3.16,0.36,11.8,6,6.19204947796703
"4070",6.2,0.24,0.28,12.2,0.049,54,133,0.9952,3.19,0.37,10.7,6,6.19919379581007
"4071",6.1,0.28,0.27,8,0.048,41,162,0.99498,3.21,0.51,9.9,5,5.72065616318237
"4074",6.5,0.36,0.16,1.3,0.054,11,107,0.99398,3.19,0.39,8.5,5,4.7185547249905
"4077",7.4,0.37,0.26,9.6,0.05,33,134,0.99608,3.13,0.46,10.4,5,5.59133821196932
"4079",5.8,0.23,0.21,1.5,0.044,21,110,0.99138,3.3,0.57,11,6,6.04536444535173
"4080",5.4,0.265,0.28,7.8,0.052,27,91,0.99432,3.19,0.38,10.4,6,5.60154700986248
"4083",5.9,0.23,0.28,8.6,0.046,37,142,0.99432,3.23,0.53,10.6,6,6.08397352957365
"4086",7.4,0.26,0.29,3.7,0.048,14,73,0.9915,3.06,0.45,11.4,6,6.08148645828911
"4097",8,0.25,0.35,1.1,0.054,13,136,0.99366,3.08,0.55,9.5,5,5.36025844192394
"4101",6.3,0.29,0.23,14.2,0.037,24,99,0.99528,3.08,0.38,10.6,6,6.0869508526643
"4102",6.9,0.37,0.23,9.5,0.057,54,166,0.99568,3.23,0.42,10,5,5.66299539632791
"4104",5.7,0.31,0.28,4.1,0.03,22,86,0.99062,3.31,0.38,11.7,7,6.28568559512362
"4114",6.1,0.17,0.29,1.1,0.041,32,92,0.99036,3.26,0.57,11.2,6,6.403163418484
"4126",6.3,0.17,0.23,5.7,0.048,44,147,0.99382,3.08,0.54,10,5,5.89020509566021
"4127",6.3,0.18,0.22,5.6,0.047,45,147,0.99383,3.09,0.54,10,5,5.87913435476544
"4129",6.6,0.33,0.32,15.6,0.054,62,227,0.99734,3.25,0.56,10.4,5,6.18822846047347
"4133",7.4,0.31,0.26,8.6,0.048,47,206,0.9964,3.26,0.36,9.1,5,5.52702762924505
"4154",6.1,0.3,0.47,1.4,0.049,50,187,0.9927,3.19,0.45,9.5,5,5.40508086657074
"4162",7.4,0.16,0.3,13.7,0.056,33,168,0.99825,2.9,0.44,8.7,7,5.48151338720554
"4164",7.2,0.26,0.38,1.5,0.061,12,120,0.99192,3.18,0.46,10.4,5,5.69167425087195
"4166",6.6,0.22,0.35,1.4,0.05,23,83,0.99019,3.17,0.48,12,7,6.31114394206248
"4173",6.8,0.34,0.27,5.2,0.06,14,169,0.99252,3.27,0.57,11.6,6,6.0725421978446
"4178",6.4,0.25,0.33,1.7,0.037,35,113,0.99164,3.23,0.66,10.6,6,6.09523373432176
"4183",7.5,0.38,0.56,9.7,0.055,15,170,0.99605,3.13,0.65,9.9,6,5.5519836414489
"4189",5.3,0.33,0.3,1.2,0.048,25,119,0.99045,3.32,0.62,11.3,6,6.0056753736157
"4191",7,0.22,0.3,1.4,0.04,14,63,0.98985,3.2,0.33,12,6,6.36568528001445
"4192",7.8,0.27,0.35,1.2,0.05,36,140,0.99138,3.09,0.45,11.2,5,6.02116370329784
"4198",6.3,0.3,0.48,7.4,0.053,34,149,0.99472,3.18,0.53,9.8,5,5.6020813877529
"4201",8,0.24,0.33,1.2,0.044,28,101,0.99035,3.03,0.43,12.5,6,6.39533485108261
"4209",5.6,0.23,0.29,3.1,0.023,19,89,0.99068,3.25,0.51,11.2,6,6.30827218936064
"4212",7.1,0.38,0.42,11.8,0.041,32,193,0.99624,3.04,0.49,10,6,5.61964701277834
"4213",6.6,0.31,0.37,6.2,0.052,13,164,0.99602,3.24,0.39,8.8,4,5.02205139894861
"4218",6.1,0.38,0.14,3.9,0.06,27,113,0.99344,3.07,0.34,9.2,4,4.94522477851963
"4229",6.2,0.29,0.23,12.4,0.048,33,201,0.99612,3.11,0.56,9.9,6,5.82587457237091
"4230",6.3,0.26,0.25,5.2,0.046,11,133,0.99202,2.97,0.68,11,6,5.98654523514915
"4232",7.5,0.35,0.37,2.5,0.066,29,89,0.98964,3.14,0.42,12.7,6,6.37135098976564
"4233",6.6,0.39,0.28,9.2,0.036,10,92,0.99206,3.07,0.35,12.1,6,6.18738195885989
"4238",7.5,0.23,0.3,1.2,0.03,27,80,0.99192,3.05,0.68,10.5,5,6.02003563941116
"4239",6.4,0.29,0.18,15,0.04,21,116,0.99736,3.14,0.5,9.2,5,5.71900968366424
"4245",7.6,0.36,0.48,13.5,0.038,44,116,0.9982,3.04,0.48,9.2,5,5.45214791613602
"4246",7.6,0.35,0.47,13.3,0.037,42,116,0.99822,3.04,0.5,9.2,5,5.46067772662896
"4249",5.9,0.14,0.2,1.6,0.04,26,114,0.99105,3.25,0.45,11.4,6,6.27562973571994
"4258",5.8,0.32,0.23,1.5,0.033,39,121,0.9887,2.96,0.35,12,5,6.14536413866652
"4268",6,0.29,0.27,2.3,0.044,20,117,0.9895,3.31,0.41,12.7,7,6.50877734895742
"4269",5.7,0.22,0.29,3.5,0.04,27,146,0.98999,3.17,0.36,12.1,6,6.42043531750766
"4281",5.7,0.22,0.2,16,0.044,41,113,0.99862,3.22,0.46,8.9,6,5.68496485740761
"4282",5.7,0.26,0.24,17.8,0.059,23,124,0.99773,3.3,0.5,10.1,5,6.0605338189194
"4288",7.6,0.28,0.17,1.6,0.046,28,117,0.99288,3.08,0.43,10,5,5.52578344319215
"4304",6.9,0.26,0.29,4.2,0.043,33,114,0.9902,3.16,0.31,12.5,6,6.56628197412841
"4311",5.6,0.225,0.24,9.8,0.054,59,140,0.99545,3.17,0.39,10.2,6,5.79567918086178
"4314",6.4,0.27,0.3,1.6,0.04,19,86,0.99089,3.32,0.65,11.5,6,6.30250936210938
"4322",6.3,0.28,0.22,11.5,0.036,27,150,0.99445,3,0.33,10.6,6,5.93138829313154
"4329",6.4,0.42,0.19,9.3,0.043,28,145,0.99433,3.23,0.53,10.98,5,5.88192597120095
"4333",7.3,0.19,0.27,13.9,0.057,45,155,0.99807,2.94,0.41,8.8,8,5.53683215447473
"4334",7.3,0.19,0.27,13.9,0.057,45,155,0.99807,2.94,0.41,8.8,8,5.53683215447473
"4335",7.3,0.19,0.27,13.9,0.057,45,155,0.99807,2.94,0.41,8.8,8,5.53683215447473
"4336",7.3,0.19,0.27,13.9,0.057,45,155,0.99807,2.94,0.41,8.8,8,5.53683215447473
"4337",7.3,0.19,0.27,13.9,0.057,45,155,0.99807,2.94,0.41,8.8,8,5.53683215447473
"4342",7.4,0.27,0.52,15.7,0.054,36,139,0.99788,3.04,0.62,10.0333333333333,6,5.96891130572466
"4346",7.1,0.2,0.35,3.2,0.034,21,107,0.99195,3.11,0.54,11.1,6,6.20085790749907
"4357",6.2,0.29,0.29,5.6,0.046,35,178,0.99313,3.25,0.51,10.5333333333333,5,5.95234217890065
"4363",6.2,0.24,0.27,2.9,0.039,30,123,0.98959,3.12,0.37,12.8,6,6.54584235969779
"4365",6.4,0.29,0.21,9.65,0.041,36,119,0.99334,2.99,0.34,10.9333333333333,6,6.01257181533549
"4366",6.3,0.19,0.33,10.1,0.063,63,133,0.99561,2.86,0.41,9.1,5,5.48908313756538
"4368",7.1,0.31,0.25,11.2,0.048,32,136,0.99663,3.14,0.4,9.5,5,5.55643450963615
"4373",7.1,0.23,0.23,3.5,0.038,23,112,0.99157,3.05,0.37,11.3666666666667,6,6.0964199468302
"4375",6.4,0.35,0.21,2.1,0.051,46,171,0.9932,3.16,0.5,9.5,5,5.31469234741662
"4377",6.1,0.34,0.21,5,0.042,17,133,0.99373,3.02,0.53,9.4,5,5.22935787588205
"4382",6.4,0.3,0.27,5,0.058,27,151,0.99198,3.22,0.49,12.2,6,6.21211648706269
"4387",6,0.27,0.31,5,0.043,54,170,0.9924,3.28,0.52,11,6,6.23799865164577
"4391",6.2,0.25,0.44,15.8,0.057,39,167,0.99804,3.14,0.51,9.2,5,5.71851712463984
"4395",6.3,0.2,0.26,12.7,0.046,60,143,0.99526,3.26,0.35,10.8,6,6.44371411750906
"4397",7.4,0.27,0.26,11.8,0.053,55,173,0.99699,3.11,0.6,9.8,5,5.91257636788652
"4400",6.6,0.24,0.22,12.3,0.051,35,146,0.99676,3.1,0.67,9.4,5,5.83500649838724
"4407",6.3,0.29,0.29,3.3,0.037,32,140,0.9895,3.17,0.36,12.8,7,6.58013742823348
"4415",7.1,0.27,0.27,10.4,0.041,26,114,0.99335,3.04,0.52,11.5,7,6.43442593462964
"4422",6.6,0.22,0.23,17.3,0.047,37,118,0.99906,3.08,0.46,8.8,6,5.67729238273552
"4425",6.6,0.22,0.23,17.3,0.047,37,118,0.99906,3.08,0.46,8.8,6,5.67729238273552
"4427",6.2,0.21,0.52,6.5,0.047,28,123,0.99418,3.22,0.49,9.9,6,5.79974821377506
"4428",6.3,0.32,0.26,12.3,0.044,24,205,0.99611,3.11,0.58,9.9,5,5.76736989968935
"4440",7.2,0.47,0.16,5.9,0.048,14,125,0.99428,3.09,0.49,9.8,5,5.1792067746961
"4449",7.3,0.3,0.25,2.5,0.045,32,122,0.99329,3.18,0.54,10.3,5,5.68453909135797
"4459",6.6,0.35,0.26,2.7,0.045,19,129,0.98952,3.24,0.48,13,7,6.53304435002339
"4461",6.6,0.18,0.26,17.3,0.051,17,149,0.9984,3,0.43,9.4,6,5.76261879511282
"4463",7.1,0.42,0.2,2.8,0.038,28,109,0.98968,3.23,0.47,13.4,6,6.56249630642108
"4464",6.7,0.32,0.32,1.7,0.031,31,114,0.98946,3.12,0.35,12.5,6,6.35868209292269
"4467",6.2,0.32,0.24,4.1,0.051,34,149,0.99306,3.36,0.52,11,5,5.91575328619062
"4469",6.2,0.21,0.24,1.2,0.051,31,95,0.99036,3.24,0.57,11.3,6,6.29406059550434
"4470",6.4,0.23,0.27,2.1,0.042,35,100,0.99094,3.03,0.63,10.9,6,6.09979601961373
"4472",6.2,0.2,0.28,1.1,0.039,24,78,0.9899,3.36,0.47,12.1,6,6.57068158137351
"4473",7,0.28,0.28,1.4,0.039,12,83,0.99173,3.18,0.65,11.1,5,5.98161918538365
"4477",6,0.2,0.38,1.3,0.034,37,104,0.98865,3.11,0.52,12.7,6,6.74404244534577
"4484",5.8,0.28,0.18,1.2,0.058,7,108,0.99288,3.23,0.58,9.55,4,5.2463382522932
"4490",6.7,0.48,0.49,2.9,0.03,28,122,0.98926,3.13,0.4,13,6,6.2869086829658
"4495",7.5,0.24,0.29,1.1,0.046,34,84,0.9902,3.04,0.39,11.45,6,6.1835884940892
"4497",7.5,0.24,0.29,1.1,0.046,34,84,0.9902,3.04,0.39,11.45,6,6.1835884940892
"4511",6.8,0.33,0.3,2.1,0.047,35,147,0.9886,3.24,0.56,13.4,6,6.89470818228576
"4513",6.1,0.27,0.32,1.1,0.034,24,110,0.9898,3.36,0.4,12.5,6,6.47339382219679
"4514",6.8,0.4,0.29,2.8,0.044,27,97,0.9904,3.12,0.42,11.2,6,5.92443011848486
"4524",6.7,0.18,0.25,14.3,0.048,79,149,0.9975,3.12,0.37,9.7,5,6.07640372415111
"4525",6.6,0.16,0.25,9.8,0.049,59.5,137,0.995,3.16,0.38,10,6,6.14186644326431
"4526",5.8,0.13,0.22,12.7,0.058,24,183,0.9956,3.32,0.42,11.7,6,6.47639912980148
"4528",6.8,0.17,0.17,5.1,0.049,26,82,0.993,3,0.38,9.8,6,5.743195544511
"4529",6.4,0.37,0.19,3.5,0.068,18,101,0.9934,3.03,0.38,9,6,4.85689808962201
"4530",7.3,0.26,0.53,12.7,0.047,60.5,164.5,0.9984,3.06,0.45,9.1,6,5.51921160898828
"4536",7.3,0.26,0.53,12.7,0.047,60.5,156,0.9984,3.06,0.45,9.1,6,5.51664497144414
"4547",6.5,0.2,0.31,2.1,0.033,32,95,0.989435,2.96,0.61,12,6,6.55065667611795
"4551",6.8,0.23,0.33,1.9,0.047,20,101,0.9914,3.1,0.46,11.1,6,5.94259210863054
"4555",6,0.23,0.34,1.3,0.025,23,111,0.98961,3.36,0.37,12.7,6,6.63613324402642
"4557",6.1,0.2,0.4,1.9,0.028,32,138,0.9914,3.26,0.72,11.7,5,6.47181740923687
"4564",5.6,0.26,0.27,10.6,0.03,27,119,0.9947,3.4,0.34,10.7,7,6.16756469087185
"4565",7,0.23,0.35,1.4,0.036,31,113,0.9912,3.16,0.48,10.8,7,6.09955744503871
"4569",6.4,0.3,0.27,4.4,0.055,17,135,0.9925,3.23,0.44,12.2,6,6.00156167559381
"4570",6.2,0.2,0.32,2.8,0.05,17,126,0.9936,3.18,0.55,9.4,6,5.46899268733061
"4574",6.8,0.32,0.23,3.3,0.026,31,99,0.9896,3.1,0.4,12.4,6,6.52210465564761
"4575",6.2,0.2,0.26,9.7,0.03,39,102,0.9908,3.08,0.56,12.9,7,7.21310277657085
"4580",6,0.2,0.26,14.7,0.045,53,125,0.998365,2.99,0.69,9.4,6,5.75160315975681
"4581",5.7,0.2,0.24,13.8,0.047,44,112,0.99837,2.97,0.66,8.8,6,5.44356455301019
"4584",6.4,0.23,0.37,7.9,0.05,60,150,0.99488,2.86,0.49,9.3,6,5.4942950766565
"4586",5,0.33,0.23,11.8,0.03,23,158,0.99322,3.41,0.64,11.8,6,6.69184858210081
"4590",5.4,0.29,0.38,1.2,0.029,31,132,0.98895,3.28,0.36,12.4,6,6.42743162461894
"4596",7.1,0.39,0.3,9.9,0.037,29,124,0.99414,3.07,0.42,10.9,6,5.91286007331023
"4600",6.5,0.16,0.33,1,0.027,23,75,0.9908,3.3,0.39,11.4,7,6.35642850078693
"4601",8.3,0.22,0.34,1.1,0.043,20,116,0.9927,3,0.47,10.2,6,5.68557822195878
"4603",6.4,0.17,0.34,13.4,0.044,45,139,0.99752,3.06,0.43,9.1,6,5.72153191615831
"4611",5.9,0.44,0.36,2.5,0.03,12,73,0.99201,3.22,0.48,10.8,6,5.45613177121883
"4613",5.8,0.34,0.21,7.2,0.041,48,146,0.99441,3.16,0.49,9.8,5,5.57273795072893
"4614",5.8,0.27,0.2,7.3,0.04,42,145,0.99442,3.15,0.48,9.8,5,5.68082411712391
"4616",6.1,0.44,0.28,4.25,0.032,43,132,0.9916,3.26,0.47,11.2666666666667,7,5.9722818405437
"4617",7.3,0.28,0.37,1.2,0.039,26,99,0.99198,3.01,0.62,10.8,5,5.79267933974073
"4624",6.6,0.4,0.3,5.3,0.038,20,125,0.99204,3.36,0.73,12.6,6,6.48122509795775
"4632",6.6,0.21,0.39,2.3,0.041,31,102,0.99221,3.22,0.58,10.9,7,6.08790426216655
"4634",6.2,0.28,0.41,5,0.043,50,188,0.99318,3.23,0.64,10.8,6,6.09337862955478
"4653",6.1,0.38,0.47,1.4,0.051,59,210,0.99309,3.24,0.5,9.6,5,5.31030611297225
"4654",6.3,0.36,0.28,2.5,0.035,18,73,0.98868,3.1,0.47,12.8,7,6.45491349489499
"4657",6,0.29,0.41,10.8,0.048,55,149,0.9937,3.09,0.59,10.9666666666667,7,6.31564956989754
"4658",6,0.29,0.41,10.8,0.048,55,149,0.9937,3.09,0.59,11,7,6.32037528739757
"4665",6.1,0.16,0.34,6.1,0.034,31,114,0.99365,3.32,0.58,10.1333333333333,7,6.22491135506094
"4666",7.3,0.17,0.36,8.2,0.028,44,111,0.99272,3.14,0.41,12.4,6,6.86275025589018
"4668",6.1,0.16,0.34,6.1,0.034,31,114,0.99365,3.32,0.58,10.15,7,6.22727421381097
"4669",6,0.17,0.33,6,0.036,30,111,0.99362,3.32,0.58,10.15,7,6.17391536297586
"4670",5.9,0.44,0.33,1.2,0.049,12,117,0.99134,3.46,0.44,11.5,5,5.69173793579792
"4682",5.6,0.27,0.37,0.9,0.025,11,49,0.98845,3.29,0.33,13.1,6,6.55716380613904
"4688",6.7,0.16,0.32,12.5,0.035,18,156,0.99666,2.88,0.36,9,6,5.55262709896881
"4690",6.7,0.16,0.32,12.5,0.035,18,156,0.99666,2.88,0.36,9,6,5.55262709896881
"4709",7.2,0.33,0.28,1.4,0.034,26,109,0.99246,3.28,0.57,10.6,6,5.84469158636165
"4711",5.4,0.33,0.31,4,0.03,27,108,0.99031,3.3,0.43,12.2,7,6.37036680022966
"4713",5.7,0.27,0.16,9,0.053,32,111,0.99474,3.36,0.37,10.4,6,5.8632200696
"4715",6.1,0.22,0.4,1.85,0.031,25,111,0.98966,3.03,0.3,11.8,7,6.18530914770859
"4721",6.6,0.27,0.32,1.3,0.044,18,93,0.99044,3.11,0.56,12.25,5,6.2009730349255
"4735",5.5,0.16,0.31,1.2,0.026,31,68,0.9898,3.33,0.44,11.6333333333333,6,6.54141821594024
"4740",5.5,0.16,0.31,1.2,0.026,31,68,0.9898,3.33,0.44,11.65,6,6.54378107469027
"4741",6,0.32,0.46,1.5,0.05,56,189,0.99308,3.24,0.49,9.6,5,5.40385824817596
"4743",6,0.27,0.32,3.6,0.035,36,133,0.99215,3.23,0.46,10.8,6,5.98279529291642
"4747",6.3,0.23,0.5,10.4,0.043,61,132,0.99542,2.86,0.46,9.1,6,5.58407673235445
"4755",6.4,0.19,0.35,10.2,0.043,40,106,0.99632,3.16,0.5,9.7,6,5.81409608088726
"4758",6,0.38,0.26,3.5,0.035,38,111,0.98872,3.18,0.47,13.6,7,6.74700476748803
"4761",6.6,0.17,0.26,7.4,0.052,45,128,0.99388,3.16,0.37,10,6,6.0186557456746
"4770",6.8,0.27,0.3,13,0.047,69,160,0.99705,3.16,0.5,9.6,6,5.95413185658031
"4772",6.8,0.27,0.3,13,0.047,69,160,0.99705,3.16,0.5,9.6,6,5.95413185658031
"4782",5.6,0.3,0.1,6.4,0.043,34,142,0.99382,3.14,0.48,9.8,5,5.56387242527688
"4784",6.7,0.3,0.5,12.1,0.045,38,127,0.9974,3.04,0.53,8.9,6,5.38488063713496
"4796",6.4,0.105,0.29,1.1,0.035,44,140,0.99142,3.17,0.55,10.7,7,6.30618502950307
"4800",6.2,0.26,0.2,8,0.047,35,111,0.99445,3.11,0.42,10.4,6,5.74950130435347
"4804",6.4,0.31,0.5,5.8,0.038,42,111,0.99189,3.18,0.53,11.9,7,6.36450800322589
"4808",6,0.17,0.3,7.3,0.039,39,104,0.99252,2.91,0.57,11,6,6.22863289699713
"4815",5.7,0.4,0.35,5.1,0.026,17,113,0.99052,3.18,0.67,12.4,6,6.39270338919312
"4817",6.1,0.41,0.2,12.6,0.032,54,136,0.99516,2.91,0.43,10.6,6,5.72976694075589
"4832",5.8,0.38,0.26,1.1,0.058,20,140,0.99271,3.27,0.43,9.7,6,5.08713667495878
"4836",5.6,0.295,0.26,1.1,0.035,40,102,0.99154,3.47,0.56,10.6,6,6.04554903772032
"4839",5.3,0.275,0.24,7.4,0.038,28,114,0.99313,3.38,0.51,11,6,6.19475539856863
"4843",6.2,0.28,0.57,1,0.043,50,92,0.99004,3.17,0.36,11.5,6,6.10736122054431
"4865",6,0.41,0.23,1.1,0.066,22,148,0.99266,3.3,0.47,9.63333333333333,5,5.09050969377783
"4873",6,0.42,0.41,12.4,0.032,50,179,0.99622,3.14,0.6,9.7,5,5.68218804948127
"4880",6.6,0.34,0.4,8.1,0.046,68,170,0.99494,3.15,0.5,9.53333333333333,6,5.70001928172613
